time,agitator_speed,coolant_flow,residence_time,feed_temp,quality_index
2023-01-01 00:00:00,321.4188072177561,91.90193805275283,50.82451720529493,43.74462441900545,49.48382124449225
2023-01-01 01:00:00,309.33948254281404,102.60087971436064,45.37964259435159,63.82631987648216,51.45663378909527
2023-01-01 02:00:00,246.3894192231951,107.55541208200363,39.15932030090194,48.27302704754071,42.76489593555968
2023-01-01 03:00:00,278.18119918110295,114.9329166344323,36.379331291132885,66.31271743054566,47.506768123489316
2023-01-01 04:00:00,318.8952670372346,105.45165415916992,30.995680636872788,68.32126281476194,47.876839026982914
2023-01-01 05:00:00,299.35337177183385,110.44486148172632,39.11839203722171,44.46387908215347,45.563170496390555
2023-01-01 06:00:00,397.55710404297747,86.40286539818293,49.594883715938494,53.88026815196181,63.741156831253925
2023-01-01 07:00:00,227.28795051134662,98.4622989767916,58.14914455345448,69.42962134488056,48.800198547665794
2023-01-01 08:00:00,339.0289108095187,80.37326479308373,56.136134467891566,54.502223079194394,59.732936500399646
2023-01-01 09:00:00,280.86375362085846,89.86715458086492,52.98194329605908,65.90642567543635,54.2385564158834
2023-01-01 10:00:00,285.63992298512295,109.05846860452019,53.653420297598956,57.66194566393959,49.313961142833975
2023-01-01 11:00:00,343.51955313163523,119.67239805397455,49.94954710427986,51.259897237588056,46.55948795316651
2023-01-01 12:00:00,338.4872302648739,83.96712398348863,37.80860572698009,48.57350666577611,53.946812405961715
2023-01-01 13:00:00,398.25119874043764,96.05977263445153,57.21585092117489,46.09669273258262,57.01129635506258
2023-01-01 14:00:00,225.67885789082504,112.00283874796638,50.12196935717502,62.85394574133092,48.874773573708524
2023-01-01 15:00:00,220.82192987683328,88.16142538515595,46.813218929413196,51.596215204690836,49.21142622871977
2023-01-01 16:00:00,344.8677634257482,102.20339797209145,33.32968407640443,55.33826386602254,52.422505844801286
2023-01-01 17:00:00,315.6773834012818,109.32285184118699,43.411666314192765,54.769764400035456,45.695587213392045
2023-01-01 18:00:00,254.83213331196117,104.63941801040716,43.81074813605779,57.31837087699394,45.28165749784446
2023-01-01 19:00:00,215.88387379779732,87.52098938461664,55.936908285680104,65.96731436873657,54.26986313258096
2023-01-01 20:00:00,217.1316499192861,94.21538274742957,46.399446605633656,69.42218030750288,54.08458045087131
2023-01-01 21:00:00,378.8381749328237,111.35167137941589,41.41201646911229,52.22752625721451,50.834340928741874
2023-01-01 22:00:00,238.3734649437486,102.16906056528066,59.30400985531978,64.82556766318909,49.53735353472671
2023-01-01 23:00:00,264.67431242310414,80.20918454171651,33.32161779978947,62.93583383964153,55.08887161739421
2023-01-02 00:00:00,245.3312804453976,110.43963040112375,42.67645284935834,57.205868543667194,42.3426784276626
2023-01-02 01:00:00,270.99926116638744,81.41245419760956,31.26074025514216,68.681414308358,57.19761433893304
2023-01-02 02:00:00,213.88476854921868,109.82935130924929,52.19712362300791,46.01423546585208,43.93265861480417
2023-01-02 03:00:00,303.81195818165406,88.0992224066095,57.54229656597452,43.277926309288645,52.266465439888876
2023-01-02 04:00:00,213.52251271844298,118.32293920477521,38.401119886514685,65.61885900866267,41.20304336935459
2023-01-02 05:00:00,360.0713015644723,94.71763005208338,55.75025030397363,53.17449449901245,56.32995645210255
2023-01-02 06:00:00,246.74241638208662,93.07726465352316,38.766546913856935,65.40906562621181,50.49896976759425
2023-01-02 07:00:00,308.0023829209021,85.95552201329778,57.32310484931746,66.79270615586245,58.572049028908374
2023-01-02 08:00:00,376.0158175122916,92.22416861960859,52.61885710790352,41.87372780857214,58.969615140569815
2023-01-02 09:00:00,330.1754738094388,115.06603047312802,54.14720330524316,66.50394288958182,50.210422055482226
2023-01-02 10:00:00,306.59155731026704,119.85337350508989,30.540196668013635,53.449571661082665,42.400819508961845
2023-01-02 11:00:00,264.8667506230751,94.73238122027394,58.88431071222078,55.31297467012696,50.47956555904873
2023-01-02 12:00:00,266.6003826116396,97.94442523818171,51.8001297621097,58.797775332796306,52.37464354489757
2023-01-02 13:00:00,333.897391039638,108.88283752810949,39.142532861584,67.7914782019026,51.140118873651765
